name,latitude_deg,longitude_deg,country,municipality,iata_code
Stornoway Airport,58.215599,-6.33111,GB,"Stornoway, Western Isles",SYY
Barra Airport,57.0228,-7.44306,GB,Eoligarry,BRR
Tiree Airport,56.49919891357422,-6.869170188903809,GB,Balemartine,TRE
Leuchars Station Airfield,56.37398,-2.868862,GB,"Leuchars, Fife",ADX
RAF Lossiemouth,57.7052001953125,-3.339169979095459,GB,Lossiemouth,LMO
Cambridge City Airport,52.205002,0.175,GB,"Cambridge, Cambridgeshire",CBG
Norwich Airport,52.6758,1.28278,GB,"Norwich, Norfolk",NWI
London Stansted Airport,51.884998,0.235,GB,London,STN
Cranfield Airport,52.072201,-0.616667,GB,Cranfield,
Exeter International Airport,50.734261,-3.413984,GB,"Exeter, Devon",EXT
Oxford (Kidlington) Airport,51.8368988037,-1.32000005245,GB,Kidlington,OXF
RAF Benson,51.616401672399995,-1.09582996368,GB,Benson,BEX
RAF Lakenheath,52.40954,0.561161,GB,"Brandon, Suffolk",LKZ
RAF Mildenhall,52.3619,0.486406,GB,"Bury Saint Edmunds, Suffolk",MHZ
Wattisham Airfield,52.127451,0.956189,GB,"Ipswich, Suffolk",
RAF Fairford,51.682201,-1.79003,GB,Fairford,FFD
RAF Brize Norton,51.75,-1.58362,GB,"Carterton, Oxfordshire",BZZ
RAF Odiham,51.2341003418,-0.94282501936,GB,Odiham,ODH
DCAE Cosford Air Base,52.639999,-2.30558,GB,Cosford,
RAF Northolt,51.553001,-0.418167,GB,London,NHT
RAF Coningsby,53.0929985046,-0.166014000773,GB,Coningsby,QCY
RAF Leeming Air Base,54.2924,-1.5354,GB,Leeming,
Leeds East Airport,53.834747,-1.194678,GB,"Tadcaster, North Yorkshire",
RAF Honington,52.342602,0.772939,GB,"Bury Saint Edmunds, Suffolk",BEQ
RAF Scampton,53.307800293,-0.550832986832,GB,Scampton,SQZ
RAF Wittering,52.612598,-0.476453,GB,Wittering,
RAF Waddington,53.1661987305,-0.523810982704,GB,Waddington,WTN
RAF Topcliffe,54.205501556399994,-1.3820899725,GB,Topcliffe,
RAF Cranwell,53.0303001404,-0.48324200511,GB,Cranwell,
RAF Barkston Heath,52.962200164799995,-0.561625003815,GB,Grantham,
RAF Marham,52.648395,0.550692,GB,"King's Lynn, Norfolk",KNF
Mount Pleasant Airport,-51.82279968261719,-58.44720077514648,FK,Mount Pleasant,MPN
Amsterdam Airport Schiphol,52.308601,4.76389,NL,Amsterdam,AMS
Kempen Airport Budel,51.255299,5.60139,NL,Weert,
Maastricht Aachen Airport,50.911701,5.77014,NL,Maastricht,MST
Deelen Air Base,52.0606,5.87306,NL,Arnhem,
Eindhoven Airport,51.4500999451,5.37452983856,NL,Eindhoven,EIN
Groningen Airport Eelde,53.119701,6.57944,NL,Groningen,GRQ
Gilze Rijen Air Base,51.567402,4.93183,NL,Rijen,GLZ
De Kooy Airfield / Den Helder Naval Air Station,52.923401,4.78062,NL,Den Helder,DHR
Lelystad Airport,52.453188,5.514622,NL,Lelystad,LEY
Leeuwarden Air Base,53.22859954833984,5.760560035705566,NL,Leeuwarden,LWR
Rotterdam The Hague Airport,51.956902,4.43722,NL,Rotterdam,RTM
Twente Airport,52.275833,6.889167,NL,Enschede,ENS
Ezhou Huahu Airport,30.341178,115.03926,CN,Ezhou,EHU
Volkel Air Base,51.657222,5.707778,NL,Uden,UDE
Woensdrecht Air Base,51.4491,4.34203,NL,Hoogerheide,WOE
Cork Airport,51.841301,-8.49111,IE,Cork,ORK
Galway Airport,53.300201416015625,-8.941590309143066,IE,Galway,GWY
Donegal Airport,55.0442008972168,-8.340999603271484,IE,Donegal,CFN
Dublin Airport,53.428713,-6.262121,IE,Dublin,DUB
Ireland West Knock Airport,53.910301,-8.81849,IE,Charlestown,NOC
Kerry Airport,52.180901,-9.52378,IE,Killarney,KIR
Casement Air Base,53.301700592,-6.451330184940001,IE,Baldonnel,
Shannon Airport,52.702,-8.92482,IE,Shannon,SNN
Sligo Airport,54.280200958252,-8.5992097854614,IE,Sligo,SXL
Waterford Airport,52.187199,-7.08696,IE,Waterford,WAT
Weston Airfield,53.3522,-6.48611,IE,Leixlip,
Aarhus Airport,56.303331,10.618286,DK,Aarhus,AAR
Billund Airport,55.740335,9.157019,DK,Billund,BLL
Copenhagen Kastrup Airport,55.617900848389,12.656000137329,DK,Copenhagen,CPH
Esbjerg Airport,55.525902,8.5534,DK,Esbjerg,EBJ
Midtjyllands Airport / Air Base Karup,56.297139,9.104311,DK,Karup,KRP
Lolland Falster Maribo Airport,54.699447,11.438163,DK,Rødby,MRW
Odense Hans Christian Andersen Airport,55.475307,10.327206,DK,Odense,ODE
Copenhagen Roskilde Airport,55.585602,12.1314,DK,Roskilde,RKE
Bornholm Airport,55.063301,14.7596,DK,Rønne,RNN
Sønderborg Airport,54.96440124511719,9.791729927062988,DK,Sønderborg,SGD
Sindal Airport,57.503502,10.2294,DK,Sindal,CNL
Skrydstrup Air Base,55.221048,9.26702,DK,Vojens,SKS
Skive Airport,56.550201,9.17298,DK,Skive,SQW
Thisted Airport,57.06880187988281,8.705220222473145,DK,Thisted,TED
Kolding Vamdrup Airfield,55.436298,9.33092,DK,Kolding / Vamdrup,
Vágar Airport,62.063256,-7.275782,FO,Vágar,FAE
Stauning Vestjylland  Airport,55.990101,8.35391,DK,Skjern,STA
Aalborg Airport,57.094763,9.84993,DK,Aalborg,AAL
Luxembourg-Findel International Airport,49.6233333,6.2044444,LU,Luxembourg,LUX
"Ålesund Airport, Vigra",62.5625,6.1197,NO,Ålesund,AES
"Andøya Airport, Andenes",69.292503,16.144199,NO,Andenes,ANX
Alta Airport,69.976097,23.3717,NO,Alta,ALF
"Brønnøysund Airport, Brønnøy",65.461098,12.2175,NO,Brønnøy,BNN
Bodø Airport,67.269203,14.3653,NO,Bodø,BOO
"Bergen Airport, Flesland",60.2934,5.21814,NO,Bergen,BGO
Båtsfjord Airport,70.60025,29.692612,NO,Båtsfjord,BJF
Berlevåg Airport,70.871517,29.034097,NO,Berlevåg,BVG
"Kristiansand Airport, Kjevik",58.204201,8.08537,NO,Kjevik,KRS
Bardufoss Airport,69.055801,18.5404,NO,Målselv,BDU
"Harstad/Narvik Airport, Evenes",68.491302490234,16.678100585938,NO,Evenes,EVE
"Fagernes Airport, Leirin",61.015598,9.28806,NO,Fagernes,VDB
Florø Airport,61.583599090576,5.0247201919556,NO,Florø,FRO
"Oslo Airport, Gardermoen",60.193901,11.1004,NO,Oslo,OSL
"Haugesund Airport, Karmøy",59.345299,5.20836,NO,Karmøy,HAU
Hammerfest Airport,70.679703,23.6686,NO,Hammerfest,HFT
"Honningsvåg Airport, Valan",71.009697,25.983601,NO,Honningsvåg,HVG
"Kristiansund Airport, Kvernberget",63.111801,7.82452,NO,Kvernberget,KSU
"Kirkenes Airport, Høybuktmoen",69.7258,29.8913,NO,Kirkenes,KKN
Leknes Airport,68.152496337891,13.609399795532,NO,Leknes,LKN
Mehamn Airport,71.029701,27.8267,NO,Mehamn,MEH
"Molde Airport, Årø",62.744701,7.2625,NO,Årø,MOL
"Mosjøen Airport, Kjærstad",65.783997,13.2149,NO,Mosjøen,MJF
"Lakselv Airport, Banak",70.068802,24.973499,NO,Lakselv,LKL
Notodden Airport,59.565071,9.213152,NO,Notodden,NTB
Ørland Airport,63.69889831542969,9.604000091552734,NO,Ørland,OLA
"Ørsta-Volda Airport, Hovden",62.180000305176,6.0741000175476,NO,Ørsta,HOV
"Mo i Rana Airport, Røssvoll",66.363899230957,14.301400184631,NO,Mo i Rana,MQN
"Rørvik Airport, Ryum",64.838302612305,11.14610004425,NO,Rørvik,RVK
Røros Airport,62.578399658203,11.342300415039,NO,Røros,RRS
"Moss Airport, Rygge",59.378817,10.785439,NO,Oslo,RYG
"Svalbard Airport, Longyear",78.246101379395,15.465600013733,NO,Longyearbyen,LYR
"Svolvær Airport, Helle",68.243301,14.6692,NO,Svolvær,SVJ
"Stokmarknes Airport, Skagen",68.578827,15.033417,NO,Hadsel,SKN
Skien Airport,59.185001,9.56694,NO,Geiteryggen,SKE
"Stord Airport, Sørstokken",59.791901,5.34085,NO,Leirvik,SRP
Sørkjosen Airport,69.786797,20.9594,NO,Sørkjosen,SOJ
"Vardø Airport, Svartnes",70.3554,31.044901,NO,Vardø,VAW
"Sandnessjøen Airport, Stokka",65.956802,12.4689,NO,Alstahaug,SSJ
"Tromsø Airport, Langnes",69.683296,18.9189,NO,Tromsø,TOS
"Sandefjord Airport, Torp",59.186699,10.2586,NO,Torp,TRF
"Trondheim Airport, Værnes",63.457802,10.924,NO,Trondheim,TRD
Vadsø Airport,70.0653,29.8447,NO,Vadsø,VDS
Yan'an Nanniwan Airport,36.479413,109.464083,CN,Yan'an (Baota),ENY
"Stavanger Airport, Sola",58.876701,5.63778,NO,Stavanger,SVG
Bydgoszcz Ignacy Jan Paderewski Airport,53.096802,17.977699,PL,Białe Błota,BZG
Cewice Naval Air Base,54.417664,17.773512,PL,Siemirowice,
Deblin Military Air Base,51.551399231,21.8936004639,PL,Dęblin,
Gdańsk Lech Wałęsa Airport,54.377602,18.4662,PL,Gdańsk,GDN
Inowroclaw Military Air Base,52.8293991089,18.3306007385,PL,,
Kraków John Paul II International Airport,50.077702,19.7848,PL,Balice,KRK
Krzesiny Military Air Base,52.331699,16.9664,PL,Poznań,
Katowice Wojciech Korfanty International Airport,50.476015,19.080705,PL,Ożarowice,KTW
Lublin Airport,51.240278,22.713611,PL,Lublin,LUZ
Łask Air Base,51.551701,19.1791,PL,Łask,
Łódź Władysław Reymont Airport,51.721901,19.3981,PL,Łódź,LCJ
Leźnica Wielka Air Base,52.004945,19.143792,PL,Leźnica Wielka,
Malbork Królewo Air Base,54.026598,19.135718,PL,Królewo,
Miroslawiec Military Air Base,53.3951,16.0828,PL,Mirosławiec,
Minsk Mazowiecki Military Air Base,52.1954994202,21.6558990479,PL,,
Modlin Airport,52.451099,20.6518,PL,Nowy Dwór Mazowiecki,WMI
Poznań-Ławica Airport,52.421598,16.823359,PL,Poznań,POZ
Powidz Military Air Base,52.380087,17.853155,PL,Powidz,
Warsaw Radom Airport,51.38937,21.214742,PL,Radom,RDO
Rzeszów-Jasionka Airport,50.109791,22.024155,PL,Jasionka,RZE
Solidarity Szczecin–Goleniów Airport,53.584702,14.9022,PL,Glewice,SZZ
Swidwin Military Air Base,53.790599823,15.8262996674,PL,,
Olsztyn-Mazury Airport,53.481899,20.9377,PL,Olsztyn,SZY
Tomaszów Mazowiecki Military Air Base,51.5844,20.097799,PL,Nowy Glinnik,
Warsaw Chopin Airport,52.165699,20.9671,PL,Warsaw,WAW
Copernicus Wrocław Airport,51.103719,16.882096,PL,Wrocław,WRO
Zielona Góra-Babimost Airport,52.1385,15.7986,PL,Nowe Kramsko,IEG
Folgueroles Airfield,41.9527,2.3072,ES,Folgueroles,
Malmen Air Base,58.402302,15.5257,SE,Linköping,
Ronneby Airport,56.266701,15.265,SE,Ronneby,RNB
Råda Air Base,58.4981,13.0532,SE,Råda,
Göteborg Landvetter Airport,57.6628,12.2798,SE,Göteborg,GOT
Jönköping Airport,57.757598876953125,14.068699836730955,SE,Jönköping,JKG
Säve Airport,57.7747,11.8704,SE,Göteborg,GSE
Skövde Airport,58.456402,13.9727,SE,Skövde,KVB
Trollhättan-Vänersborg Airport,58.31809997558594,12.345000267028809,SE,Trollhättan,THN
Såtenäs Air Base,58.426399,12.7144,SE,Såtenäs,
Karlskoga Airport,59.345901,14.4959,SE,,KSK
Mora Airport,60.957901,14.5114,SE,Mora,MXX
Stockholm Skavsta Airport,58.788601,16.912201,SE,Nyköping,NYO
Scandinavian Mountains Airport,61.158393,12.842503,SE,Malung-Sälen,SCR
Kristianstad Airport,55.9217,14.0855,SE,Kristianstad,KID
Kalmar Airport,56.685501,16.2876,SE,Kalmar,KLR
Malmö Sturup Airport,55.535564,13.376327,SE,Malmö,MMX
Halmstad Airport,56.69110107421875,12.820199966430664,SE,Halmstad,HAD
Växjö Kronoberg Airport,56.929100036621094,14.727999687194824,SE,Växjö,VXO
Gällivare Airport,67.13240051269531,20.814599990844727,SE,Gällivare,GEV
Kramfors-Sollefteå Höga Kusten Airport,63.048599,17.7689,SE,Nyland,KRF
Lycksele Airport,64.548302,18.7162,SE,Lycksele,LYC
Sundsvall-Härnösand Airport,62.528099060058594,17.443899154663086,SE,Sundsvall/ Härnösand,SDL
Örnsköldsvik Airport,63.40829849243164,18.989999771118164,SE,Örnsköldsvik,OER
Kiruna Airport,67.821998596191,20.336799621582,SE,Kiruna,KRN
Skellefteå Airport,64.62480163574219,21.076900482177734,SE,Skellefteå,SFT
Umeå Airport,63.791801452637,20.282800674438,SE,Umeå,UME
Vilhelmina South Lapland Airport,64.579102,16.833599,SE,Vilhelmina,VHM
Arvidsjaur Airport,65.59030151367188,19.28190040588379,SE,Arvidsjaur,AJR
Söderhamn Airport,61.261501,17.0991,SE,Söderhamn,SOO
Åre Östersund Airport,63.194135,14.500322,SE,Östersund,OSD
Örebro Airport,59.22370147705078,15.038000106811523,SE,Örebro,ORB
Karlstad Airport,59.444698,13.3374,SE,Karlstad,KSD
Stockholm Västerås Airport,59.58940124511719,16.63360023498535,SE,Stockholm / Västerås,VST
Luleå Airport,65.5438,22.122,SE,Luleå,LLA
Stockholm-Arlanda Airport,59.64849,17.928829,SE,Stockholm,ARN
Stockholm-Bromma Airport,59.354400634765625,17.941699981689453,SE,Stockholm,BMA
Dala Airport,60.422001,15.5152,SE,Borlange,BLE
Gävle Sandviken Airport,60.5933,16.951401,SE,Gävle / Sandviken,GVX
Linköping City Airport,58.4062004089,15.6805000305,SE,Linköping,LPI
Norrköping Airport,58.586299896240234,16.250600814819336,SE,Norrköping,NRK
Torsby Airport,60.1576,12.9913,SE,Torsby,TYF
Eskilstuna Airport,59.351101,16.708401,SE,Eskilstuna,EKT
Visby Airport,57.662799835205,18.346200942993,SE,Visby,VBY
Ängelholm-Helsingborg Airport,56.29610061645508,12.847100257873535,SE,Ängelholm,AGH
Ljungbyhed Airfield,56.082802,13.2125,SE,Ljungbyhed,
Storuman Airport,64.960899,17.6966,SE,Storuman,SQO
Spangdahlem Air Base,49.976507,6.698413,DE,Trier,SPM
Ramstein Air Base,49.436901,7.60028,DE,Ramstein-Miesenbach,RMS
Bückeburg Air Base,52.2785,9.08217,DE,Bückeburg,
Celle Army Airfield,52.591202,10.0221,DE,,
Fritzlar Army Airfield,51.1146,9.286,DE,Fritzlar,FRZ
Laupheim Air Base,48.220299,9.91002,DE,Laupheim,
Niederstetten Army Air Base,49.39162,9.956747,DE,Niederstetten,
Faßberg Air Base,52.919399,10.185827,DE,Faßberg,
Grafenwöhr Army Air Field,49.6987,11.9402,DE,Grafenwöhr,
Hohenfels Army Airfield,49.216541,11.836064,DE,Hohenfels,
Sea-Airport Cuxhaven/Nordholz / Nordholz Naval Airbase,53.767689,8.659201,DE,Wurster Nordseeküste,FCN
Diepholz Air Base,52.585556,8.342222,DE,Diepholz,
Geilenkirchen Air Base,50.9608,6.04242,DE,Geilenkirchen,GKE
Hohn Air Base,54.312199,9.53817,DE,Hohn,
Rostock-Laage Airport,53.918201,12.2783,DE,Laage,RLG
Nörvenich Air Base,50.8312,6.65817,DE,Nörvenich,
Schleswig Air Base,54.459301,9.51633,DE,Jagel,WBG
Wittmundhafen Air Base,53.547798,7.66733,DE,Wittmund,
Wunstorf Air Base,52.457298,9.42717,DE,,
Wiesbaden Army Airfield,50.049800872802734,8.325400352478027,DE,Wiesbaden,WIE
Büchel Air Base,50.173801,7.06333,DE,Alflen,
Holzdorf Air Base,51.767799,13.1677,DE,Holzdorf,
Ingolstadt Manching Airport,48.7156982421875,11.534000396728516,DE,Manching,IGS
Lechfeld Air Base,48.185504,10.8612,DE,Graben,
Neuburg Air Base,48.710999,11.2115,DE,Neuburg an der Donau,
Daugavpils International Airport,55.944721,26.665001,LV,Daugavpils,DGP
Jēkabpils Air Base,56.534698,25.8925,LV,Jēkabpils,
Liepāja International Airport,56.517502,21.096901,LV,Liepāja,LPX
Riga International Airport,56.923599,23.9711,LV,Riga,RIX
Jūrmala Airport,56.9422,23.2239,LV,Tukums,
Kaunas International Airport,54.96390151977539,24.084800720214844,LT,Kaunas,KUN
Kėdainiai Air Base,55.31169891357422,23.95639991760254,LT,Kėdainiai,
Palanga International Airport,55.973201751708984,21.093900680541992,LT,Palanga,PLQ
Panevėžys Air Base,55.729400634765625,24.46080017089844,LT,Panevėžys,PNV
Šiauliai International Airport,55.89390182495117,23.395000457763672,LT,Šiauliai,SQQ
Barysiai Airfield,56.070599,23.5581,LT,Šiauliai,
Vilnius International Airport,54.634102,25.285801,LT,Vilnius,VNO
Alexander Bay Airport,-28.575001,16.5333,ZA,Alexander Bay,ALJ
Aggeneys Airport,-29.281799,18.8139,ZA,Aggeneys,AGZ
Bisho Airport,-32.897099,27.2791,ZA,Bisho,BIY
Bram Fischer International Airport,-29.092699,26.302401,ZA,Bloemfontain,BFN
Barberton Airport,-25.717147,30.974974,ZA,Umjindi (Barberton),
Cape Town International Airport,-33.9648017883,18.6016998291,ZA,Cape Town,CPT
Ben Schoeman Airport,-33.035599,27.825899,ZA,East London,ELS
Ermelo Airport,-26.4955997467041,29.979799270629883,ZA,Ermelo,
Ficksburg Sentraoes Airport,-28.82309913635254,27.908899307250977,ZA,Ficksburg,FCB
Grand Central Airport,-25.986299514799995,28.1401004791,ZA,Midrand,GCJ
George Airport,-34.0056,22.378902,ZA,George,GRJ
Rand Airport,-26.2425,28.151199,ZA,Johannesburg,QRA
Harrismith Airport,-28.2351,29.106199,ZA,Harrismith,HRS
P C Pelser Airport,-26.871099,26.718,ZA,Klerksdorp,KXE
Kimberley Airport,-28.802799224900003,24.7651996613,ZA,Kimberley,KIM
Kruger Mpumalanga International Airport,-25.3831996918,31.1056003571,ZA,Mpumalanga,MQP
Johan Pienaar Airport,-27.45669937133789,23.411399841308594,ZA,Kuruman,KMH
Kleinsee Airport,-29.6884002686,17.093999862700002,ZA,Kleinsee,KLZ
Lanseria International Airport,-25.938499,27.9261,ZA,Johannesburg,HLA
Lime Acres Finsch Mine Airport,-28.36009979248047,23.43910026550293,ZA,Lime Acres,LMR
King Shaka International Airport,-29.6144444444,31.1197222222,ZA,Durban,DUR
Langebaanweg Airport,-32.968898773199996,18.1602993011,ZA,Langebaanweg,SDB
Ladysmith Airport,-28.5816993713,29.7497005463,ZA,Ladysmith,LAY
Malamala Airport,-24.816866,31.544085,ZA,Malamala,AAM
Margate Airport,-30.8574008942,30.343000412,ZA,Margate,MGH
Mmabatho International Airport,-25.798400878900004,25.548000335699996,ZA,Mafeking,MBD
Morningside Farm Airport,-25.7045001984,26.9090003967,ZA,Silveroaks,
Mkuze Airport,-27.626100540161133,32.0443000793457,ZA,Mkuze,MZQ
Newcastle Airport,-27.7705993652,29.976900100699996,ZA,Newcastle,NCS
Oudtshoorn Airport,-33.6069984436,22.188999176,ZA,Oudtshoorn,OUH
O.R. Tambo International Airport,-26.1392,28.246,ZA,Johannesburg,JNB
Chief Dawid Stuurman International Airport,-33.984901,25.6173,ZA,Gqeberha (Port Elizabeth),PLZ
Plettenberg Bay Airport,-34.08816,23.328723,ZA,Plettenberg Bay,PBZ
Hendrik Van Eck Airport,-23.9372005463,31.1553993225,ZA,Phalaborwa,PHW
Pietersburg Municipal Airport,-23.9260997772,29.4843997955,ZA,Polokwane,
Port St Johns Airport,-31.60612,29.52175,ZA,Port St Johns,JOH
Pietermaritzburg Airport,-29.649000167799997,30.3987007141,ZA,Pietermaritzburg,PZB
Polokwane International Airport,-23.845269,29.458615,ZA,Polokwane,PTG
Potchefstroom Airport,-26.670999527,27.0818996429,ZA,Potchefstroom,PCF
Queenstown Airport,-31.92020034790039,26.882200241088867,ZA,Queenstown,UTW
Richards Bay Airport,-28.740999221800003,32.0920982361,ZA,Richards Bay,RCB
Rustenburg Airport,-25.6443004608,27.271099090599996,ZA,Rustenburg,
Robertson Airport,-33.812199,19.9028,ZA,Robertson,ROD
Springbok Airport,-29.689300537109375,17.939599990844727,ZA,Springbok,SBU
Secunda Airport,-26.52409935,29.170099258399997,ZA,Secunda,ZEC
Saldanha/Vredenburg Airport,-32.9641,17.969299,ZA,Saldanha-Vredenburg,
Swartkop Air Force Base,-25.8097,28.1646,ZA,Pretoria,
Sishen Airport,-27.6486,22.9993,ZA,Sishen,SIS
Skukuza Airport,-24.960899353,31.5886993408,ZA,Skukuza,SZK
Tzaneen Airport,-23.8244,30.3293,ZA,Tzaneen,LTA
Prince Mangosuthu Buthelezi Airport,-28.3206005096,31.4165000916,ZA,Ulundi,ULD
Pierre Van Ryneveld Airport,-28.39909935,21.2602005005,ZA,Upington,UTN
K. D. Matanzima Airport,-31.5463631849,28.6733551025,ZA,Mthatha,UTT
Vryburg Airport,-26.9824008942,24.7287998199,ZA,Vyrburg,VRU
Virginia Airport,-29.770599,31.058399,ZA,Durban,VIR
Vredendal Airport,-31.641000747680664,18.5447998046875,ZA,Vredendal,VRE
Vereeniging Airport,-26.566400528,27.9608001709,ZA,Vereeniging,
Wonderboom Airport,-25.6539,28.224199,ZA,Pretoria,PRY
Waterkloof Air Force Base,-25.829999923699997,28.2224998474,ZA,Pretoria,WKF
Ysterplaat Air Force Base,-33.90019989013672,18.498300552368164,ZA,Cape Town,
P G Matante Intl,-21.15914,27.468545,BW,Francistown,FRW
Jwaneng Airport,-24.602301,24.691,BW,Jwaneng,JWA
Kasane Airport,-17.832899,25.162399,BW,Kasane,BBK
Maun Airport,-19.97260093688965,23.43110084533691,BW,Maun,MUB
Sir Seretse Khama International Airport,-24.555201,25.9182,BW,Gaborone,GBE
Sua Pan Airport,-20.5534,26.115801,BW,Sowa,SXN
Selebi Phikwe Airport,-22.0583,27.8288,BW,Selebi Phikwe,PKW
Maya-Maya Airport,-4.251699924468994,15.253000259399414,CG,Brazzaville,BZV
Oyo Ollombo Airport,-1.226666,15.91,CG,Oyo,OLL
Owando Airport,-0.53135,15.9501,CG,Owando,FTX
Ouesso Airport,1.61599,16.037901,CG,,OUE
Ngot Nzoungou Airport,-4.20635,12.6599,CG,Dolisie,DIS
Antonio Agostinho-Neto International Airport,-4.81603,11.8866,CG,Pointe Noire,PNR
Matsapha Airport,-26.528999,31.307501,SZ,Manzini,MTS
King Mswati III International Airport,-26.358611,31.716944,SZ,Mpaka,SHO
Bangui M'Poko International Airport,4.39847993850708,18.518800735473633,CF,Bangui,BGF
Berbérati Airport,4.2215800285339355,15.786399841308594,CF,Berbérati,BBT
Bata Airport,1.90547,9.80568,GQ,Bata,BSG
Malabo Airport,3.755270004272461,8.708720207214355,GQ,Malabo,SSG
RAF Ascension Island,-7.9696,-14.3937,SH,Cat Hill,ASI
Sir Seewoosagur Ramgoolam International Airport,-20.430201,57.683601,MU,Plaine Magnien,MRU
Sir Charles Gaetan Duval Airport,-19.7577,63.361,MU,Port Mathurin,RRG
Diego Garcia Naval Support Facility,-7.31327,72.411102,IO,Diego Garcia,NKW
Tiko Airport,4.08919000626,9.3605298996,CM,Tiko,TKC
Douala International Airport,4.0060801506,9.71947956085,CM,Douala,DLA
Salak Airport,10.45139980316162,14.257399559020996,CM,Maroua,MVR
Foumban Nkounja Airport,5.63692,10.7508,CM,Foumban,FOM
N'Gaoundéré Airport,7.357009887695312,13.559200286865234,CM,N'Gaoundéré,NGE
Garoua International Airport,9.33588981628418,13.370100021362305,CM,Garoua,GOU
Bafoussam Airport,5.536920070650001,10.3545999527,CM,Bafoussam,BFX
Bamenda Airport,6.03924,10.1226,CM,Bamenda,BPC
Yaoundé Airport,3.83604,11.5235,CM,Yaoundé,YAO
Yaoundé Nsimalen International Airport,3.722559928894043,11.553299903869627,CM,Yaoundé,NSI
Kasompe Airport,-12.572799682617,27.893899917603,ZM,Chingola,CGJ
Lusaka City Airport,-15.4138,28.3307,ZM,Lusaka,
Harry Mwanga Nkumbula International Airport,-17.8218,25.822701,ZM,Livingstone,LVI
Kenneth Kaunda International Airport,-15.330833,28.452722,ZM,Lusaka,LUN
Mfuwe Airport,-13.258899688720703,31.936599731445312,ZM,Mfuwe,MFU
Mongu Airport,-15.2545,23.1623,ZM,Mongu,MNR
Peter Zuze Air Force Base,-12.997222,28.663889,ZM,Ndola,
Simon Mwansa Kapwepwe International Airport,-12.961667,28.516667,ZM,Ndola,NLA
Southdowns Airport,-12.9005,28.1499,ZM,Kitwe,KIW
Prince Said Ibrahim International Airport,-11.5337,43.2719,KM,Moroni,HAH
Mohéli Bandar Es Eslam Airport,-12.2981,43.766399,KM,Fomboni,NWA
Ouani Airport,-12.131047,44.430044,KM,Ouani,AJN
Dzaoudzi Pamandzi International Airport,-12.809319,45.281815,YT,Dzaoudzi,DZA
Roland Garros Airport,-20.890087,55.518894,RE,Sainte-Marie,RUN
Pierrefonds Airport,-21.319362,55.422506,RE,Saint-Pierre,ZSE
Ivato Airport,-18.7969,47.478802,MG,Antananarivo,TNR
Miandrivazo Airport,-19.562799,45.450802,MG,Miandrivazo,ZVA
Sainte Marie Airport,-17.093901,49.8158,MG,Vohilava,SMS
Toamasina Ambalamanasy Airport,-18.109501,49.392502,MG,Toamasina,TMM
Morondava Airport,-20.2847,44.3176,MG,Morondava,MOQ
Arrachart Airport,-12.3494,49.291698,MG,Antisiranana,DIE
Mananara Nord Airport,-16.16390037536621,49.773799896240234,MG,Mananara Nord,WMR
Andapa Airport,-14.651700019836426,49.620601654052734,MG,,ZWA
Antsirabe Airport,-14.9994,50.320202,MG,Antsirabe,ANM
Analalava Airport,-14.629514,47.763555,MG,Analalava,HVA
Amborovy Airport,-15.666842,46.351233,MG,Mahajanga,MJN
Fascene Airport,-13.3121,48.3148,MG,Nosy Be,NOS
Besalampy Airport,-16.74453,44.482484,MG,Besalampy,BPY
Maroantsetra Airport,-15.437742,49.689081,MG,Maroantsetra,WMN
Sambava Airport,-14.2786,50.174702,MG,Sambava,SVB
Vohemar Airport,-13.3758,50.0028,MG,Vohemar,VOH
Ambalabe Airport,-14.898799896240234,47.993900299072266,MG,Antsohihy,WAI
Tôlanaro Airport,-25.038099,46.9561,MG,Tôlanaro,FTU
Fianarantsoa Airport,-21.441601,47.111698,MG,Fianarantsoa,WFI
Manakara Airport,-22.119699,48.021702,MG,Manakara,WVK
Mananjary Airport,-21.201799,48.358299,MG,Mananjary,MNJ
Morombe Airport,-21.753837,43.374753,MG,Morombe,MXM
Toliara Airport,-23.3834,43.7285,MG,Toliara,TLE
Mbanza Congo Airport,-6.269899845123291,14.246999740600586,AO,Mbanza Congo,SSY
Benguela 17th of September Airport,-12.609,13.4037,AO,Benguela,BUG
Cabinda Airport,-5.59699010848999,12.188400268554688,AO,Cabinda,CAB
Catumbela Airport,-12.4792,13.4869,AO,Catumbela,CBT
Dundo Airport,-7.400889873504639,20.818500518798828,AO,Chitato,DUE
Ngjiva Pereira Airport,-17.0435009003,15.683799743700002,AO,Ngiva,VPE
Nova Lisboa Airport,-12.808899879455566,15.760499954223633,AO,Huambo,NOV
Kuito Airport,-12.404600143433,16.947399139404,AO,Kuito,SVP
Quatro de Fevereiro International Airport,-8.85837,13.2312,AO,Luanda,LAD
Malanje Airport,-9.525090217590332,16.312400817871094,AO,Malanje,MEG
Menongue Airport,-14.657600402832031,17.71980094909668,AO,Menongue,SPP
Welwitschia Mirabilis International Airport,-15.2612,12.1468,AO,Moçâmedes,MSZ
Negage Airport,-7.754509925842285,15.287699699401855,AO,Negage,GXG
Porto Amboim Airport,-10.722,13.7655,AO,Port Amboim,PBN
Saurimo Airport,-9.68907,20.4319,AO,Saurimo,VHC
Soyo Airport,-6.141089916229248,12.371800422668455,AO,Soyo,SZA
Sumbe Airport,-11.1679,13.8475,AO,Sumbe,NDD
